"Country or Area","Element","Year","Unit","Value","Value Footnotes"
"Benin","Gross Production Index Number (2014-2016 = 100)","1967","index","15.72","Fc"
"Benin","Gross Production Index Number (2014-2016 = 100)","1966","index","14.26","Fc"
"Benin","Gross Production Index Number (2014-2016 = 100)","1965","index","14.39","Fc"
"Benin","Gross Production Index Number (2014-2016 = 100)","1964","index","13.90","Fc"
"Benin","Gross Production Index Number (2014-2016 = 100)","1963","index","13.41","Fc"
"Benin","Gross Production Index Number (2014-2016 = 100)","1962","index","13.35","Fc"
"Benin","Gross Production Index Number (2014-2016 = 100)","1961","index","13.97","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","2018","index","102.33","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","2017","index","101.52","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","2016","index","99.29","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","2015","index","94.97","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","2014","index","105.75","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","2013","index","103.04","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","2012","index","97.06","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","2011","index","93.58","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","2010","index","88.19","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","2009","index","88.06","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","2008","index","88.69","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","2007","index","76.26","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","2006","index","75.88","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","2005","index","91.21","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","2004","index","95.98","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","2003","index","93.73","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","2002","index","102.55","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","2001","index","89.87","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","2000","index","92.45","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","1999","index","87.42","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","1998","index","87.40","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","1997","index","88.23","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","1996","index","85.36","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","1995","index","79.40","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","1994","index","75.76","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","1993","index","76.15","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","1992","index","71.35","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","1991","index","75.17","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","1990","index","68.91","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","1989","index","67.32","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","1988","index","67.65","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","1987","index","57.88","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","1986","index","68.21","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","1985","index","66.56","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","1984","index","67.55","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","1983","index","55.22","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","1982","index","55.57","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","1981","index","55.60","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","1980","index","58.22","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","1979","index","62.91","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","1978","index","61.54","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","1977","index","57.91","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","1976","index","59.87","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","1975","index","54.53","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","1974","index","55.24","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","1973","index","60.18","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","1972","index","60.16","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","1971","index","61.30","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","1970","index","61.73","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","1969","index","61.20","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","1968","index","62.65","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","1967","index","60.77","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","1966","index","56.19","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","1965","index","57.78","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","1964","index","56.85","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","1963","index","55.74","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","1962","index","56.40","Fc"
"Benin","Gross per capita Production Index Number (2014-2016 = 100)","1961","index","59.91","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","2018","index","100.56","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","2017","index","99.92","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","2016","index","99.88","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","2015","index","100.37","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","2014","index","99.75","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","2013","index","98.57","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","2012","index","101.31","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","2011","index","97.77","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","2010","index","96.15","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","2009","index","99.11","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","2008","index","96.96","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","2007","index","93.06","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","2006","index","89.69","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","2005","index","86.79","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","2004","index","88.46","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","2003","index","91.41","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","2002","index","89.10","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","2001","index","92.82","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","2000","index","91.71","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","1999","index","90.46","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","1998","index","89.00","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","1997","index","85.12","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","1996","index","80.26","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","1995","index","85.53","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","1994","index","87.39","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","1993","index","91.16","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","1992","index","92.13","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","1991","index","96.67","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","1990","index","99.95","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","1989","index","94.88","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","1988","index","87.22","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","1987","index","83.71","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","1986","index","79.93","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","1985","index","82.47","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","1984","index","81.31","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","1983","index","84.90","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","1982","index","83.36","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","1981","index","80.80","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","1980","index","78.53","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","1979","index","76.24","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","1978","index","72.52","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","1977","index","70.83","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","1976","index","74.39","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","1975","index","74.03","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","1974","index","72.94","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","1973","index","77.99","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","1972","index","84.27","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","1971","index","103.35","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","1970","index","115.53","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","1969","index","104.79","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","1968","index","123.60","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","1967","index","133.38","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","1966","index","134.36","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","1965","index","125.44","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","1964","index","129.63","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","1963","index","121.24","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","1962","index","110.06","Fc"
"Bermuda","Gross Production Index Number (2014-2016 = 100)","1961","index","108.24","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","2018","index","102.07","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","2017","index","100.95","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","2016","index","100.40","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","2015","index","100.38","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","2014","index","99.22","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","2013","index","97.51","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","2012","index","99.68","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","2011","index","95.69","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","2010","index","93.66","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","2009","index","96.12","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","2008","index","93.67","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","2007","index","89.64","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","2006","index","86.23","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","2005","index","83.43","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","2004","index","85.18","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","2003","index","88.29","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","2002","index","86.44","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","2001","index","90.50","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","2000","index","89.85","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","1999","index","89.06","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","1998","index","88.04","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","1997","index","84.61","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","1996","index","80.16","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","1995","index","85.87","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","1994","index","88.22","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","1993","index","92.54","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","1992","index","94.06","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","1991","index","99.28","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","1990","index","103.30","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","1989","index","98.68","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","1988","index","91.32","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","1987","index","88.25","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","1986","index","84.83","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","1985","index","88.14","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","1984","index","87.50","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","1983","index","91.99","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","1982","index","90.93","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","1981","index","88.75","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","1980","index","86.88","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","1979","index","84.93","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","1978","index","81.38","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","1977","index","80.10","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","1976","index","84.79","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","1975","index","85.11","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","1974","index","84.65","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","1973","index","91.43","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","1972","index","99.86","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","1971","index","123.83","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","1970","index","139.99","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","1969","index","128.42","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","1968","index","153.20","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","1967","index","167.30","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","1966","index","170.75","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","1965","index","161.78","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","1964","index","169.91","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","1963","index","161.80","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","1962","index","149.75","Fc"
"Bermuda","Gross per capita Production Index Number (2014-2016 = 100)","1961","index","150.21","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","2018","index","102.37","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","2017","index","105.54","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","2016","index","105.28","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","2015","index","96.90","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","2014","index","97.82","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","2013","index","96.79","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","2012","index","101.08","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","2011","index","106.91","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","2010","index","95.59","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","2009","index","91.94","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","2008","index","91.10","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","2007","index","110.06","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","2006","index","110.28","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","2005","index","106.84","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","2004","index","86.19","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","2003","index","79.72","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","2002","index","79.09","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","2001","index","76.95","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","2000","index","79.28","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","1999","index","88.79","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","1998","index","82.90","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","1997","index","84.24","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","1996","index","84.92","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","1995","index","85.79","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","1994","index","80.91","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","1993","index","79.68","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","1992","index","78.59","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","1991","index","80.03","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","1990","index","54.67","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","1989","index","47.51","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","1988","index","46.63","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","1987","index","54.00","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","1986","index","48.71","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","1985","index","48.00","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","1984","index","50.41","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","1983","index","46.13","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","1982","index","44.94","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","1981","index","44.39","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","1980","index","41.54","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","1979","index","39.31","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","1978","index","38.42","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","1977","index","37.39","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","1976","index","36.57","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","1975","index","35.73","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","1974","index","34.90","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","1973","index","34.11","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","1972","index","33.39","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","1971","index","32.68","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","1970","index","31.92","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","1969","index","31.23","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","1968","index","30.44","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","1967","index","29.76","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","1966","index","28.98","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","1965","index","28.39","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","1964","index","27.68","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","1963","index","26.96","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","1962","index","25.95","Fc"
"Bhutan","Gross Production Index Number (2014-2016 = 100)","1961","index","24.88","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","2018","index","98.80","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","2017","index","103.05","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","2016","index","104.04","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","2015","index","96.92","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","2014","index","99.04","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","2013","index","99.21","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","2012","index","104.89","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","2011","index","112.26","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","2010","index","101.52","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","2009","index","98.68","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","2008","index","98.75","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","2007","index","120.51","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","2006","index","122.13","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","2005","index","119.90","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","2004","index","98.23","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","2003","index","92.44","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","2002","index","93.47","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","2001","index","92.80","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","2000","index","97.66","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","1999","index","111.86","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","1998","index","106.94","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","1997","index","111.16","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","1996","index","114.18","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","1995","index","116.83","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","1994","index","110.75","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","1993","index","108.92","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","1992","index","107.04","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","1991","index","108.98","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","1990","index","74.99","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","1989","index","66.24","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","1988","index","66.62","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","1987","index","79.53","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","1986","index","74.08","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","1985","index","75.26","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","1984","index","81.29","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","1983","index","76.36","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","1982","index","76.28","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","1981","index","77.29","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","1980","index","74.33","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","1979","index","72.41","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","1978","index","72.97","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","1977","index","73.30","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","1976","index","74.02","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","1975","index","74.67","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","1974","index","75.29","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","1973","index","75.94","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","1972","index","76.73","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","1971","index","77.51","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","1970","index","78.15","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","1969","index","78.97","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","1968","index","79.50","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","1967","index","80.26","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","1966","index","80.63","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","1965","index","81.38","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","1964","index","81.58","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","1963","index","81.60","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","1962","index","80.54","Fc"
"Bhutan","Gross per capita Production Index Number (2014-2016 = 100)","1961","index","79.15","Fc"
"Bolivia (Plurinational State of)","Gross Production Index Number (2014-2016 = 100)","2018","index","109.48","Fc"
"Bolivia (Plurinational State of)","Gross Production Index Number (2014-2016 = 100)","2017","index","102.01","Fc"
"Bolivia (Plurinational State of)","Gross Production Index Number (2014-2016 = 100)","2016","index","102.57","Fc"
"Bolivia (Plurinational State of)","Gross Production Index Number (2014-2016 = 100)","2015","index","103.44","Fc"
"Bolivia (Plurinational State of)","Gross Production Index Number (2014-2016 = 100)","2014","index","93.99","Fc"
"Bolivia (Plurinational State of)","Gross Production Index Number (2014-2016 = 100)","2013","index","91.17","Fc"
"Bolivia (Plurinational State of)","Gross Production Index Number (2014-2016 = 100)","2012","index","87.83","Fc"
"Bolivia (Plurinational State of)","Gross Production Index Number (2014-2016 = 100)","2011","index","80.55","Fc"
"Bolivia (Plurinational State of)","Gross Production Index Number (2014-2016 = 100)","2010","index","79.15","Fc"
"Bolivia (Plurinational State of)","Gross Production Index Number (2014-2016 = 100)","2009","index","79.93","Fc"
"Bolivia (Plurinational State of)","Gross Production Index Number (2014-2016 = 100)","2008","index","75.86","Fc"
"Bolivia (Plurinational State of)","Gross Production Index Number (2014-2016 = 100)","2007","index","74.73","Fc"
"Bolivia (Plurinational State of)","Gross Production Index Number (2014-2016 = 100)","2006","index","70.36","Fc"
"Bolivia (Plurinational State of)","Gross Production Index Number (2014-2016 = 100)","2005","index","65.84","Fc"
"Bolivia (Plurinational State of)","Gross Production Index Number (2014-2016 = 100)","2004","index","61.73","Fc"
"Bolivia (Plurinational State of)","Gross Production Index Number (2014-2016 = 100)","2003","index","61.86","Fc"
"Bolivia (Plurinational State of)","Gross Production Index Number (2014-2016 = 100)","2002","index","59.14","Fc"
"Bolivia (Plurinational State of)","Gross Production Index Number (2014-2016 = 100)","2001","index","56.26","Fc"
"Bolivia (Plurinational State of)","Gross Production Index Number (2014-2016 = 100)","2000","index","55.12","Fc"
"Bolivia (Plurinational State of)","Gross Production Index Number (2014-2016 = 100)","1999","index","52.76","Fc"
"Bolivia (Plurinational State of)","Gross Production Index Number (2014-2016 = 100)","1998","index","52.06","Fc"
